carbonization_temperature_C,d002_nm,id_ig,ssa_m2_g,electrolyte_type,current_density_mA_g,ice,lce
1400.0,0.363,1.2,13.38,0,100.0,0.7338,1.0139886059601704
1300.0,0.352,1.6,9.9,1,100.0,0.6944,0.820771106053775
1300.0,0.377,1.96,3.6,1,100.0,0.715,0.919793362425357
1300.0,0.376,2.18,9.0,1,100.0,0.6246,0.50911932069657
1300.0,0.382,2.19,6.4,1,100.0,0.7343999999999999,1.0170624217040016
1200.0,0.39,1.09,95.7,0,30.0,0.6940000000000001,0.8188868585544241
1300.0,0.373,1.243,3.67,0,30.0,0.865,1.8574547284934497
1500.0,0.368,1.232,1.6,0,30.0,0.905,2.2540580520993854
900.0,0.4052,1.866,821.88,0,50.0,0.428,-0.2900157957980013
1300.0,0.375,1.29,4.9,0,25.0,0.701,0.8520643136439034
1300.0,0.37,1.21,7.7,0,25.0,0.787,1.3069360827079783
1300.0,0.364,1.18,10.6,0,25.0,0.8240000000000001,1.5436865348713205
1300.0,0.358,1.13,14.4,0,25.0,0.7909999999999999,1.3309637158028425
1200.0,0.39,1.08,33.86,1,20.0,0.7020000000000001,0.8568399175204071
1400.0,0.387,1.98,5.68,0,30.0,0.82,1.5163474893680882
1400.0,0.397,2.13,6.87,0,30.0,0.81,1.4500101755059986
1400.0,0.399,2.25,2.32,0,30.0,0.88,1.9924301646902063
1400.0,0.401,2.3,4.62,0,30.0,0.85,1.7346010553881064
1400.0,0.355,1.35,4.08,0,20.0,0.764,1.1747359841409104
1400.0,0.36,0.77,18.87,0,20.0,0.866,1.8660451086115237
1400.0,0.358,1.03,8.86,0,20.0,0.8340000000000001,1.6142456140022041
700.0,0.358,1.06,347.88,0,100.0,0.605,0.42634269312971956
800.0,0.352,1.01,435.13,0,100.0,0.522,0.08805685539118287
1200.0,0.385,1.01,49.0,0,50.0,0.68,0.7537718023763803
1200.0,0.379,0.99,70.0,0,50.0,0.63,0.5322168137473082
900.0,0.397,2.99,763.82,1,20.0,0.42700000000000005,-0.29410170348611486
1200.0,0.376,2.95,8.4,0,30.0,0.7994,1.3825485707493879
1200.0,0.38,3.36,21.06,0,30.0,0.748,1.087973890463054
1200.0,0.385,3.32,21.19,0,30.0,0.809,1.4435254890118623
1300.0,0.354,1.155,67.858,0,20.0,0.8,1.3862943611198908
1300.0,0.356,1.081,97.343,0,20.0,0.79,1.3249254147435987
800.0,0.374,1.56,678.0,0,50.0,0.37,-0.5322168137473082
900.0,0.368,1.33,103.3,1,20.0,0.66,0.6632942174102643
800.0,0.371,2.86,50.94,0,100.0,0.612,0.45572694288905263
1000.0,0.372,3.38,20.6,0,20.0,0.6291,0.5283577420804387
1200.0,0.367,2.61,415.8,0,20.0,0.6726000000000001,0.7199681343691352
1100.0,0.389,2.064,338.0,0,20.0,0.625,0.5108256237659907
1100.0,0.385,2.194,328.0,0,20.0,0.691,0.8047985468699241
1000.0,0.377,1.851851852,93.25,0,20.0,0.7437999999999999,1.0658137920283353
1200.0,0.376,1.694915254,54.04,0,20.0,0.7962,1.3627112897775924
1400.0,0.371,1.449275362,17.34,0,20.0,0.8643000000000001,1.8514733639177696
1600.0,0.37,1.204819277,11.99,0,20.0,0.7701,1.2088759447760686
1300.0,0.38,1.17,285.8,0,25.0,0.7256999999999999,0.9729143083405332
1300.0,0.372,1.05,6.9,0,25.0,0.73,0.9946225751440619
1300.0,0.378,1.03,2.9,0,25.0,0.7881999999999999,1.3141094315935966
1100.0,0.39,1.07,122.5,0,100.0,0.5683,0.27491854574164404
1200.0,0.392,1.22,158.0,0,33.0,0.59,0.3639653772014115
700.0,0.351,1.62,5.75,0,30.0,0.57,0.2818511521409875
1100.0,0.38,1.51,316.0,0,100.0,0.5429999999999999,0.1724259290397304
1100.0,0.37,1.34,296.0,0,100.0,0.5579999999999999,0.2330490803036126
1000.0,0.386,2.22,74.7,0,100.0,0.68,0.7537718023763803
800.0,0.38,1.03,188.0,0,100.0,0.5125,0.0500104205746612
800.0,0.41,1.1,478.0,0,100.0,0.469,-0.12415925279565959
1050.0,0.366,1.11,154.0,1,50.0,0.579,0.3186696438906136
1050.0,0.365,1.14,162.0,1,50.0,0.574,0.2981900500501958
900.0,0.373,2.64,3.297,0,30.0,0.5579999999999999,0.2330490803036126
1100.0,0.374,2.19,9.521,0,30.0,0.6859999999999999,0.7814846418176316
1300.0,0.37,1.98,24.017,0,30.0,0.72,0.9444616088408513
1500.0,0.366,1.58,11.577,0,30.0,0.736,1.02528101558256
1700.0,0.363,1.45,9.609,0,30.0,0.716,0.9247059287994395
1900.0,0.358,1.31,11.254,0,30.0,0.688,0.7907856501238609
800.0,0.359,1.74,5.0,0,20.0,0.53,0.12014431184206341
1200.0,0.39,1.63,10.055,0,30.0,0.79,1.3249254147435987
1400.0,0.38,1.71,9.162,0,30.0,0.8,1.3862943611198908
1300.0,0.3978,2.3253,563.52,0,25.0,0.64,0.5753641449035619
1500.0,0.3891,2.0068,450.23,0,25.0,0.57,0.2818511521409875
700.0,0.3786,2.13,307.2,0,20.0,0.4,-0.4054651081081643
700.0,0.3941,2.7,602.1,0,20.0,0.34,-0.663294217410264
1100.0,0.373,2.285,35.741,0,25.0,0.6990000000000001,0.8425404774849349
1100.0,0.374,2.296,47.019,0,25.0,0.7440000000000001,1.06686359035353
1100.0,0.379,2.827,88.864,0,25.0,0.737,1.030433860011572
1100.0,0.38,2.553,355.024,0,25.0,0.684,0.7722157040356386
1200.0,0.4028,1.28,11.33,0,50.0,0.7039,0.8659390655065401
1200.0,0.3812,1.33,12.73,0,50.0,0.6896,0.7982499310404197
1300.0,0.375,1.077,6.78,0,25.0,0.767,1.1914483478015556
1300.0,0.366,1.024,5.34,0,25.0,0.82,1.5163474893680882
1300.0,0.356,1.002,4.74,0,25.0,0.748,1.087973890463054
1000.0,0.38,3.05,56.0,0,20.0,0.77,1.2083112059245342
1200.0,0.379,2.96,31.0,0,20.0,0.82,1.5163474893680882
1400.0,0.374,2.43,11.0,0,20.0,0.83,1.5856272637403817
1600.0,0.369,2.16,5.0,0,20.0,0.83,1.5856272637403817
1300.0,0.374,1.59,20.74,0,50.0,0.72,0.9444616088408513
1000.0,0.374,1.54,11.8,0,25.0,0.61,0.44731221804366483
1300.0,0.368,1.41,12.6,0,25.0,0.7,0.8472978603872034
1600.0,0.361,0.78,11.2,0,25.0,0.74,1.0459685551826876
1000.0,0.375,1.79,13.2,0,25.0,0.62,0.4895482253187058
1300.0,0.37,1.14,16.3,0,25.0,0.74,1.0459685551826876
1600.0,0.361,0.78,14.6,0,25.0,0.72,0.9444616088408513
1100.0,0.385,1.051,32.7,0,100.0,0.5655,0.2635143508507284
1100.0,0.389,1.047,8.8,0,100.0,0.5945,0.382599842575369
1100.0,0.378,1.084,16.3,0,100.0,0.534,0.13621020483454901
1100.0,0.387,1.05,9.4,0,100.0,0.64,0.5753641449035619
1200.0,0.394,1.16,38.3,0,100.0,0.7120000000000001,0.9051174312760303
1000.0,0.375,1.15,11.0,0,30.0,0.72,0.9444616088408513
1300.0,0.368,1.32,4.0,0,30.0,0.83,1.5856272637403817
1300.0,0.408,1.016,25.58,0,100.0,0.659,0.6588410572189906
1300.0,0.383,1.9,103.0,0,25.0,0.7,0.8472978603872034
600.0,0.362,0.42,8.67,0,100.0,0.51,0.040005334613699206
600.0,0.398,0.75,262.0,0,50.0,0.47,-0.12014431184206334
800.0,0.369,0.89,586.0,0,50.0,0.3933,-0.43346175551048843
1050.0,0.366,1.07,78.0,1,50.0,0.6132,0.4607833834185197
1050.0,0.365,1.1,233.0,1,50.0,0.6931,0.8146523272982488
1050.0,0.36,1.24,783.0,1,50.0,0.6061,0.4309479189803791
750.0,0.381,1.33,8.0,0,30.0,0.6,0.4054651081081642
1050.0,0.374,0.75,2.0,0,30.0,0.72,0.9444616088408513
1300.0,0.41,0.787,4.0,0,20.0,0.85,1.7346010553881064
800.0,0.386,0.99,465.0,1,50.0,0.5485,0.19461190685824484
800.0,0.397,2.5,205.54,0,30.0,0.5,0.0
1000.0,0.393,2.22,220.92,0,30.0,0.5121,0.04840945164671305
1600.0,0.386,1.18,218.0,0,30.0,0.531,0.12415925279565966
800.0,0.391,1.87,76.67,0,50.0,0.598,0.3971386653316105
900.0,0.387,1.82,147.16,0,50.0,0.631,0.536509218500686
1000.0,0.383,1.69,253.46,0,50.0,0.649,0.6146464932382243
1100.0,0.38,1.65,312.63,0,50.0,0.622,0.4980458971195918
1000.0,0.369,1.05,1988.9,0,50.0,0.373,-0.5193681209891051
800.0,0.4,0.93,331.4,0,50.0,0.4545,-0.18250489165559194
1000.0,0.353,1.56,2.74,0,30.0,0.69,0.8001193001121129
1000.0,0.374,1.98,6.15,0,30.0,0.71,0.8953840470548413
1000.0,0.37,2.03,10.95,0,30.0,0.63,0.5322168137473082
800.0,0.36,1.2,1523.0,0,1000.0,0.203,-1.3676486997484274
1000.0,0.386,1.2,73.0,0,20.0,0.66,0.6632942174102643
800.0,0.3773,2.49,338.0,0,30.0,0.6,0.4054651081081642
800.0,0.381,2.51,334.0,0,30.0,0.43,-0.2818511521409879
1700.0,0.367,0.781,4.7,1,30.0,0.92,2.442347035369205
1000.0,0.391,2.45,751.6,0,50.0,0.45799999999999996,-0.16839681732546138
1500.0,0.37,1.64,7.39,0,25.0,0.8621,1.832842488416623
1000.0,0.397,1.226,29.098,0,50.0,0.727,0.9794546823485596
1000.0,0.39,1.032,16.545,0,50.0,0.7290000000000001,0.9895549111289577
790.0,0.36,0.98,743.0,0,50.0,0.4167,-0.33633509533118394
800.0,0.366,1.13,206.38,0,50.0,0.622,0.4980458971195918
1500.0,0.365,1.07,100.0,0,50.0,0.644,0.5927679952523233
1500.0,0.372,1.09,119.0,0,50.0,0.6,0.4054651081081642
1000.0,0.381,2.97,235.0,1,20.0,0.7265,0.9769368611483019
800.0,0.403,2.87,11.67,0,30.0,0.62,0.4895482253187058
1200.0,0.397,2.47,9.23,0,30.0,0.71,0.8953840470548413
1400.0,0.392,2.22,8.57,0,30.0,0.76,1.1526795099383855
1600.0,0.376,1.89,5.54,0,30.0,0.81,1.4500101755059986
800.0,0.397,3.08,31.0,0,50.0,0.586,0.34745381575169815
1000.0,0.388,2.7,20.8,0,50.0,0.6809999999999999,0.7583712033646676
800.0,0.4,1.8,528.0,0,27.0,0.42479999999999996,-0.303099336479108
1400.0,0.375,1.11,134.0,0,30.0,0.7371,1.0309498364594076
1400.0,0.378,1.08,146.0,0,30.0,0.7839,1.2885401976818365
1550.0,0.391,1.24,1.44,0,30.0,0.86,1.815289966638249
1550.0,0.389,1.245,0.39,0,30.0,0.82,1.5163474893680882
1550.0,0.386,1.243,0.26,0,30.0,0.8,1.3862943611198908
1000.0,0.394,1.26,232.0,0,30.0,0.5,0.0
1300.0,0.392,1.34,34.0,0,30.0,0.75,1.0986122886681098
1500.0,0.371,1.67,12.0,0,30.0,0.89,2.0907410969337694
1500.0,0.381,1.62,40.0,0,30.0,0.76,1.1526795099383855
1100.0,0.389,1.05,10.8,0,30.0,0.79,1.3249254147435987
1100.0,0.408,1.11,32.8,0,30.0,0.75,1.0986122886681098
900.0,0.402,2.08,2.7,0,25.0,0.66,0.6632942174102643
1100.0,0.393,1.82,46.1,0,25.0,0.65,0.6190392084062236
900.0,0.392,1.89,27.9,0,25.0,0.73,0.9946225751440619
1100.0,0.388,1.67,56.7,0,25.0,0.77,1.2083112059245342
1300.0,0.382,1.45,13.4,0,25.0,0.79,1.3249254147435987
1500.0,0.372,1.35,12.4,0,25.0,0.8,1.3862943611198908
1200.0,0.391,1.692,638.9,0,50.0,0.531,0.12415925279565966
900.0,0.378,1.64,1886.0,0,100.0,0.6027,0.4167278976684452
900.0,0.373,2.58,224.019,0,30.0,0.6009,0.4092165192851939
1000.0,0.363,2.48,137.074,0,30.0,0.6215999999999999,0.4963449618757142
1100.0,0.36,2.46,194.49,0,30.0,0.6455,0.5993168643145148
1400.0,0.392,1.83,6.5,0,30.0,0.82,1.5163474893680882
1000.0,0.44,1.02,1.86,0,20.0,0.6729999999999999,0.7217851587474742
1100.0,0.4012,1.15,78.97,0,50.0,0.6920000000000001,0.8094861726440953
1100.0,0.3941,1.18,103.83,0,50.0,0.652,0.6278420821521787
1300.0,0.375,1.35,1.8,0,20.0,0.7829999999999999,1.283235342450343
900.0,0.403,1.852,325.27,0,25.0,0.49200000000000005,-0.03200273108617372
1100.0,0.398,1.64,82.01,0,25.0,0.731,0.9997020801479394
1300.0,0.391,1.52,36.2,0,25.0,0.77,1.2083112059245342
1500.0,0.375,1.39,23.87,0,25.0,0.794,1.3492072924575549
1000.0,0.386,2.15,15.6,0,25.0,0.7829999999999999,1.283235342450343
1200.0,0.384,2.02,35.1,0,25.0,0.845,1.695911510437927
1300.0,0.376,1.73,26.7,0,25.0,0.8759999999999999,1.9550845253313536
1400.0,0.371,1.69,34.7,0,25.0,0.884,2.0308668715312788
1000.0,0.385,1.89,103.0,0,25.0,0.7070000000000001,0.8808580568795059
1200.0,0.383,1.79,66.5,0,25.0,0.807,1.4306334793650637
1300.0,0.379,1.71,38.6,0,25.0,0.865,1.8574547284934497
1400.0,0.376,1.58,33.3,0,25.0,0.883,2.021151265806204
700.0,0.376,0.92,1006.0,0,100.0,0.314,-0.7814846418176318
900.0,0.41,1.07,171.54,0,100.0,0.598,0.3971386653316105
1300.0,0.413,3.226,34.0,0,20.0,0.861,1.823620571297039
1300.0,0.401,2.5,20.0,0,20.0,0.852,1.7503742530652007
1300.0,0.398,2.38,13.0,0,20.0,0.813,1.4696224926932235
1300.0,0.391,1.923,1.74,0,20.0,0.789,1.318908187369808
1000.0,0.383,1.12,50.628,0,50.0,0.557,0.22899546988214853
1000.0,0.382,1.09,546.0,0,100.0,0.66,0.6632942174102643
750.0,0.345,0.91,21.8,0,20.0,0.547,0.18855667693894732
600.0,0.361,0.93,44.1,0,20.0,0.49700000000000005,-0.012000144003110185
750.0,0.366,1.05,75.2,0,20.0,0.491,-0.036003888756002175
600.0,0.4,1.04,430.0,0,20.0,0.5,0.0
800.0,0.43,0.93,586.65,0,50.0,0.44,-0.2411620568168881
700.0,0.382,1.65,313.0,1,50.0,0.5966,0.3913182465605368
700.0,0.37,1.4,320.0,1,50.0,0.5692,0.27858792093346396
700.0,0.37,1.37,379.0,1,50.0,0.512,0.04800921918636066
1100.0,0.395,0.356,234.5,0,20.0,0.575,0.3022808718729335
800.0,0.38458,2.94,9.974,0,50.0,0.531,0.12415925279565966
600.0,0.371,0.85,539.0,0,30.0,0.4172,-0.33427835119443233
700.0,0.366,0.94,531.0,0,30.0,0.4044,-0.38716481366353767
800.0,0.363,0.93,508.0,0,30.0,0.4094,-0.3664462960826332
900.0,0.359,0.92,467.0,0,30.0,0.36869999999999997,-0.5377978801334811
900.0,0.4,1.29,198.46,0,50.0,0.52,0.08004270767353656
700.0,0.38,0.89,1883.0,0,100.0,0.319,-0.7583712033646678
900.0,0.399,1.67,6.36,0,25.0,0.59,0.3639653772014115
1500.0,0.368,1.124,3.21,0,25.0,0.73,0.9946225751440619
1600.0,0.362,1.087,1.06,0,25.0,0.75,1.0986122886681098
700.0,0.375,0.976,736.9,0,50.0,0.39,-0.4473122180436648
900.0,0.39,1.49,1.0,0,25.0,0.612,0.45572694288905263
1100.0,0.374,1.76,126.6,0,20.0,0.64,0.5753641449035619
1300.0,0.371,1.67,81.5,0,20.0,0.74,1.0459685551826876
1500.0,0.367,1.5,8.9,0,20.0,0.83,1.5856272637403817
1600.0,0.366,1.5,2.4,0,20.0,0.86,1.815289966638249
1300.0,0.377,1.49,117.0,0,20.0,0.634,0.5494156210358597
1100.0,0.377,1.3,8.5,0,20.0,0.8017,1.3969534375231556
1100.0,0.395,1.39,7.3,0,20.0,0.7402,1.0470083157155563
1100.0,0.383,1.18,5.2,0,20.0,0.8039000000000001,1.410850150131615
1000.0,0.38,1.2,40.0,0,100.0,0.5661,0.2659566482383094
700.0,0.374,0.87,1300.0,0,100.0,0.337,-0.6766920598335009
800.0,0.417,3.03,557.0,0,30.0,0.33299999999999996,-0.6946475559351801
1400.0,0.381,1.89,40.0,0,30.0,0.8540000000000001,1.766324572080234
1600.0,0.375,1.67,4.0,0,30.0,0.835,1.6214862509502748
1300.0,0.3755,1.05,33.1,0,10.0,0.743,1.0616199598225393
1500.0,0.3677,1.11,16.9,0,10.0,0.7490000000000001,1.0932860443854362
800.0,0.39,1.89,1430.0,0,100.0,0.3053,-0.8221851979580029
800.0,0.39,1.94,1580.0,0,100.0,0.2919,-0.8861740487976592
800.0,0.3356,0.9434,664.0,0,100.0,0.3289,-0.7131644039691822
700.0,0.395,0.98,677.7,0,100.0,0.43700000000000006,-0.25334643304410004
700.0,0.36,0.98,94.1,0,30.0,0.5,0.0
700.0,0.375,0.934,488.0,0,50.0,0.44,-0.2411620568168881
1100.0,0.4,1.01,46.4,0,200.0,0.523,0.0920649731765818
1100.0,0.375,2.09,24.8,0,40.0,0.725,0.9694005571881035
1400.0,0.372,1.84,8.0,0,40.0,0.852,1.7503742530652007
1600.0,0.371,1.44,5.0,0,40.0,0.845,1.695911510437927
1250.0,0.367,0.97,14.6,0,20.0,0.72,0.9444616088408513
900.0,0.401,0.89,294.45,0,100.0,0.5539999999999999,0.2168457347272194
1000.0,0.371,1.19,5.46,1,50.0,0.647,0.6058782375676038
1200.0,0.394,1.09,7.07,1,50.0,0.742,1.056389658245763
1400.0,0.373,0.96,6.84,1,50.0,0.775,1.2367626271489272
1100.0,0.393,1.02,2.13,0,15.0,0.6827,0.7662078258350846
1500.0,0.37,1.834,8.34,0,20.0,0.74,1.0459685551826876
1500.0,0.38,1.908,2.83,0,20.0,0.752,1.1093075777848576
1300.0,0.384,2.41,1656.7,0,30.0,0.19399999999999998,-1.4242255834433002
1300.0,0.382,1.46,5.8,0,30.0,0.878,1.9736255489018601
1300.0,0.381,1.62,9.4,1,30.0,0.835,1.6214862509502748
1300.0,0.392,1.67,56.6,1,30.0,0.86,1.815289966638249
950.0,0.369,2.15,407.0,0,50.0,0.4733,-0.10690168957714123
950.0,0.365,2.53,19.0,0,50.0,0.6017,0.41255349203870756
1400.0,0.37,0.87,280.0,0,20.0,0.611,0.45151761555314895
1400.0,0.38,1.04,0.7,0,20.0,0.757,1.1363018100969002
800.0,0.38,2.67,7.0,1,20.0,0.7020000000000001,0.8568399175204071
800.0,0.362,2.53,2.0,1,20.0,0.583,0.33510096455169075
800.0,0.383,2.79,445.0,1,20.0,0.46,-0.16034265007517937
1600.0,0.346,1.6,13.28,1,100.0,0.8,1.3862943611198908
1600.0,0.346,1.71,15.95,1,100.0,0.7959999999999999,1.361479192000166
1200.0,0.375,1.032,120.6,1,30.0,0.79,1.3249254147435987
1200.0,0.387,0.967,18.2,1,30.0,0.84,1.6582280766035322
1200.0,0.399,1.013,22.1,1,30.0,0.75,1.0986122886681098
1300.0,0.38,1.2,2.78,1,20.0,0.8349,1.6207606062738722
1300.0,0.37,1.26,19.97,1,20.0,0.8654000000000001,1.8608844105801574
1300.0,0.37,1.27,4.01,1,20.0,0.8595999999999999,1.811971673176644
1300.0,0.37,1.24,3.43,1,20.0,0.828,1.5715186775718064
1400.0,0.379,1.23,2.8,1,30.0,0.8469,1.7104913212639152
1400.0,0.382,1.32,4.1,1,30.0,0.868,1.8833897920739793
1000.0,0.3751,2.21,2095.5475,1,100.0,0.68,0.7537718023763803
900.0,0.393,2.26,2788.2295,1,100.0,0.807,1.4306334793650637
1300.0,0.379,1.79,10.79,1,20.0,0.8029999999999999,1.4051509852087727
1300.0,0.371,1.57,7.34,1,20.0,0.821,1.5231373036116729
1300.0,0.366,1.33,3.51,1,20.0,0.765,1.180290319682377
1300.0,0.394,1.97,380.14,0,20.0,0.723,0.9593917159714261
1300.0,0.39,2.16,132.09,0,20.0,0.754,1.1200608320755931
1300.0,0.382,2.31,44.61,0,20.0,0.8220000000000001,1.5299568447640952
1300.0,0.382,1.23,1.07,0,15.0,0.8634999999999999,1.8446692829617182
1300.0,0.366,1.2,1.01,0,15.0,0.7268000000000001,0.9784472088253817
1300.0,0.38,1.34,7.32,1,30.0,0.8565999999999999,1.78733313701575
1300.0,0.386,1.57,10.54,1,30.0,0.885,2.0406555166446796
1300.0,0.392,1.6,430.46,1,30.0,0.5849,0.342921437389987
1200.0,0.369,1.67,12.08,0,30.0,0.6970000000000001,0.8330526052511551
1400.0,0.376,1.06,5.6,0,30.0,0.89,2.0907410969337694
1600.0,0.36,1.02,11.6,0,30.0,0.83,1.5856272637403817
1400.0,0.385,1.08,16.5,0,30.0,0.82,1.5163474893680882
1400.0,0.361,1.01,18.5,0,30.0,0.84,1.6582280766035322
800.0,0.387327,1.965518,114.27,1,25.0,0.6643000000000001,0.6825159506852068
900.0,0.386307,1.748638,89.59,1,25.0,0.6720999999999999,0.7176984551253173
1200.0,0.379977,1.337509,227.57,1,25.0,0.7243,0.9658923531715297
1300.0,0.367165,1.268606,287.21,1,25.0,0.7234999999999999,0.9618897251091486
